id,reviewId,reviewId_1
ant_man_and_the_wasp_quantumania,102781074,102780165
ant_man_and_the_wasp_quantumania,102781074,102783393
ant_man_and_the_wasp_quantumania,102781074,102785260
ant_man_and_the_wasp_quantumania,102781074,102781297
ant_man_and_the_wasp_quantumania,102781074,102779861
ant_man_and_the_wasp_quantumania,102781074,102779975
ant_man_and_the_wasp_quantumania,102781074,102780543
ant_man_and_the_wasp_quantumania,102781074,102781359
ant_man_and_the_wasp_quantumania,102781074,102782149
ant_man_and_the_wasp_quantumania,102781074,102779557
