id,reviewId,reviewId2
ant_man_and_the_wasp_quantumania,102784444,102780543
ant_man_and_the_wasp_quantumania,102784444,102780543
ant_man_and_the_wasp_quantumania,102784444,102779507
ant_man_and_the_wasp_quantumania,102784444,102779507
ant_man_and_the_wasp_quantumania,102784444,102779544
ant_man_and_the_wasp_quantumania,102784444,102779544
ant_man_and_the_wasp_quantumania,102784444,102783393
ant_man_and_the_wasp_quantumania,102784444,102783393
ant_man_and_the_wasp_quantumania,102784444,102780028
ant_man_and_the_wasp_quantumania,102784444,102780028
