id,reviewId,reviewId2
ant_man_and_the_wasp_quantumania,102779975,102789858
ant_man_and_the_wasp_quantumania,102779975,102789858
ant_man_and_the_wasp_quantumania,102779975,102780416
ant_man_and_the_wasp_quantumania,102779975,102780416
ant_man_and_the_wasp_quantumania,102779975,102780989
ant_man_and_the_wasp_quantumania,102779975,102780989
ant_man_and_the_wasp_quantumania,102779975,102780668
ant_man_and_the_wasp_quantumania,102779975,102780668
ant_man_and_the_wasp_quantumania,102779975,102780792
ant_man_and_the_wasp_quantumania,102779975,102780792
