category,id
Topwear,22351
Bottomwear,13112
Dress,18735
Topwear,30932
Bottomwear,15330
Topwear,2606
Topwear,11033
Topwear,12127
Topwear,40657
Topwear,12667
Topwear,8402
Topwear,13737
Bottomwear,22459
Topwear,31697
Topwear,16469
Topwear,21124
Topwear,14738
Topwear,37804
Topwear,10579
Topwear,4581
Topwear,32392
Topwear,57423
Topwear,34042
Topwear,3756
Topwear,40151
Topwear,7747
Topwear,17181
Topwear,23977
Bottomwear,47074
Bottomwear,28453
Topwear,1563
Innerwear,28085
Bottomwear,57896
Topwear,19714
Topwear,7669
Bottomwear,27920
Topwear,30292
Topwear,20255
Topwear,10818
Topwear,30851
Topwear,43631
Topwear,32221
Dress,25503
Bottomwear,34492
Topwear,24873
Topwear,20664
Topwear,28962
Topwear,19332
Topwear,10049
Topwear,9885
Topwear,17154
Bottomwear,46742
Topwear,59306
Topwear,10470
Innerwear,19356
Topwear,42394
Topwear,36238
Topwear,2035
Topwear,37610
Topwear,45776
Topwear,19825
Innerwear,47525
Topwear,18286
Topwear,1891
Topwear,27542
Topwear,47032
Topwear,1583
Topwear,54897
Topwear,52140
Innerwear,25380
Topwear,21891
Innerwear,44790
Bottomwear,18197
Bottomwear,3909
Topwear,16470
Topwear,9546
Topwear,53401
Topwear,23031
Topwear,4817
Dress,38841
Topwear,12595
Topwear,12799
Topwear,44867
Topwear,2048
Innerwear,51193
Topwear,14582
Innerwear,49938
Topwear,29692
Topwear,26871
Topwear,31657
Topwear,18978
Topwear,55599
Topwear,48492
Topwear,51458
Topwear,7132
Dress,48522
Dress,43511
Topwear,42524
Topwear,33193
Bottomwear,31570
Topwear,4038
Topwear,37148
Bottomwear,21431
Topwear,19524
Bottomwear,34118
Topwear,25827
Topwear,8419
Topwear,11026
Topwear,4225
Innerwear,50001
Topwear,15317
Topwear,37119
Topwear,4921
Topwear,30857
Topwear,48441
Topwear,10839
Topwear,9449
Dress,40148
Topwear,6958
Topwear,10441
Bottomwear,8493
Topwear,30344
Topwear,4811
Bottomwear,4786
Topwear,6037
Topwear,12387
Dress,59968
Topwear,9640
Bottomwear,39388
Topwear,4355
Topwear,20212
Topwear,24693
Innerwear,27474
Topwear,1595
Topwear,40941
Topwear,33081
Topwear,7460
Topwear,10689
Topwear,6064
Topwear,6086
Bottomwear,27204
Innerwear,32720
Topwear,4800
Topwear,7945
Topwear,2045
Bottomwear,6863
Topwear,39697
Topwear,29369
Topwear,7006
Topwear,57127
Topwear,53126
Topwear,42643
Topwear,11710
Topwear,3479
Bottomwear,16508
Dress,59988
Topwear,2607
Topwear,34926
Topwear,58800
Innerwear,13605
Topwear,50718
Bottomwear,39104
Topwear,11664
Topwear,34188
Bottomwear,21590
Dress,43676
Topwear,54598
Topwear,2842
Topwear,12907
Innerwear,15779
Bottomwear,16374
Topwear,18310
Topwear,11076
Socks,1638
Topwear,34270
Bottomwear,46399
Topwear,15606
Topwear,16206
Innerwear,50693
Topwear,33996
Topwear,36725
Topwear,16910
Topwear,4805
Topwear,43256
Bottomwear,32426
Topwear,3974
Innerwear,59686
Topwear,3351
Topwear,17557
Bottomwear,28456
Topwear,38631
Topwear,24537
Dress,57078
Topwear,12135
Topwear,1849
Topwear,21235
Topwear,47028
Bottomwear,7935
Topwear,39836
Topwear,6241
Topwear,13714
Topwear,27445
Topwear,7891
Topwear,8872
Topwear,52146
Topwear,43047
Topwear,10855
Topwear,59296
Bottomwear,50025
Topwear,16299
Bottomwear,30732
Topwear,6894
Topwear,17922
Topwear,27151
Topwear,32594
Topwear,9610
Topwear,7146
Topwear,9976
Innerwear,50619
