movieId,reviewId,reviewId_right
ant_man_and_the_wasp_quantumania,102779486,102789858
ant_man_and_the_wasp_quantumania,102779523,102780513
ant_man_and_the_wasp_quantumania,102779523,102779634
ant_man_and_the_wasp_quantumania,102779486,102779496
ant_man_and_the_wasp_quantumania,102779523,102779486
ant_man_and_the_wasp_quantumania,102779523,102779496
ant_man_and_the_wasp_quantumania,102779486,102780692
ant_man_and_the_wasp_quantumania,102779523,102780692
ant_man_and_the_wasp_quantumania,102779523,102779523
ant_man_and_the_wasp_quantumania,102779523,102789858
