id,reviewId,reviewId_1
ant_man_and_the_wasp_quantumania,102781074,102780376
ant_man_and_the_wasp_quantumania,102781074,102782182
ant_man_and_the_wasp_quantumania,102781074,102780299
ant_man_and_the_wasp_quantumania,102781074,102782149
ant_man_and_the_wasp_quantumania,102781074,102779524
ant_man_and_the_wasp_quantumania,102781074,102779507
ant_man_and_the_wasp_quantumania,102781074,102779521
ant_man_and_the_wasp_quantumania,102781074,102779560
ant_man_and_the_wasp_quantumania,102781074,102780270
ant_man_and_the_wasp_quantumania,102781074,102780704
