movieId,movieScore
28_days_later,3.5
taken_3,1.8500000000000003
star_wars_episode_vii_the_force_awakens,4.200000000000001
la_la_land,4.4
black_panther_2018,4.431818181818182
avengers_infinity_war,3.789473684210526
solo_a_star_wars_story,3.5277777777777777
blackkklansman,4.052631578947368
jurassic_world_fallen_kingdom,3.0
guardians_of_the_galaxy_vol_2,3.7777777777777777
mission_impossible_fallout,4.3999999999999995
a_star_is_born_2018,4.044444444444445
the_front_runner_2018,2.64
roma_2018,4.8
widows_2018,4.333333333333333
avengers_endgame,4.229166666666667
captain_marvel,3.617021276595745
spider_man_far_from_home,3.9545454545454546
once_upon_a_time_in_hollywood,3.74
knives_out,4.67741935483871
joker_2019,3.269230769230769
marriage_story_2019,3.6
parasite_2019,4.648148148148148
star_wars_the_rise_of_skywalker,3.0238095238095237
the_irishman,4.2857142857142865
get_out,4.4
wonder_woman_1984,2.8333333333333335
star_wars_the_last_jedi,4.162162162162161
godzilla_vs_kong,4.3999999999999995
black_widow_2021,3.5
dune_2021,3.85
spider_man_no_way_home,4.375
the_batman,3.829268292682927
top_gun_maverick,4.275862068965517
thor_love_and_thunder,2.3846153846153846
toy_story_4,4.173913043478262
ant_man_and_the_wasp_quantumania,2.7578125000000004
2012,2.4285714285714284
aladdin,3.0
mad_max_fury_road,3.642857142857143
batman_v_superman_dawn_of_justice,2.142857142857143
ready_player_one,3.5
bohemian_rhapsody,2.7142857142857144
rogue_one_a_star_wars_story,3.76
alien_covenant,3.6
nomadland,3.9090909090909087
snow_white_and_the_huntsman,2.65625
booksmart,3.4
aquaman_2018,2.857142857142857
shazam,4.0
birds_of_prey_2020,3.6875
wonder_woman_2017,4.2727272727272725
cruella,3.333333333333333
first_man,3.75
moonlight_2016,4.6
1193230-state_of_play,3.625
baby_driver,4.4
captain_america_civil_war,4.0
thor_ragnarok_2017,4.5
the_favourite_2018,4.0
prairie_home_companion,3.4
it_2017,4.2
black_panther_wakanda_forever,3.3636363636363638
blue_is_the_warmest_color,3.6666666666666665
arrival_2016,3.7333333333333334
the_post,3.8333333333333335
the_lighthouse_2019,3.0
jojo_rabbit,3.6363636363636367
promising_young_woman,4.142857142857143
doctor_strange_in_the_multiverse_of_madness,3.0
jurassic_world_dominion,2.6
avatar_the_way_of_water,4.076923076923077
justice_league_2017,1.8333333333333335
little_women_2019,4.0
elvis,3.2
nope,3.714285714285715
glass_2019,2.8
ant_man_and_the_wasp,3.764705882352941
no_time_to_die_2021,3.7
i_tonya,4.0
everything_everywhere_all_at_once,4.2
dunkirk_2017,4.296296296296296
three_billboards_outside_ebbing_missouri,4.166666666666666
catch_me_if_you_can,4.2
doctor_strange_2016,3.6
rocketman_2019,3.6
incredibles_2,3.8
eternals,2.2
glass_onion_a_knives_out_mystery,4.2
skyfall,3.6
logan_2017,4.2
the_lion_king_2019,3.083333333333333
stillwater_2020,3.6
kong_skull_island,2.8
midsommar,3.4
ad_astra,3.2
spider_man_homecoming,4.2
spider_man_into_the_spider_verse,4.8
west_side_story_2021,4.75
a_quiet_place_2018,3.8
the_invisible_man_2020,4.2857142857142865
halloween_2018,3.4
the_revenant_2015,3.6
suicide_squad_2016,2.0
deadpool_2,4.125
