id,category
18286,Topwear
13737,Topwear
19825,Topwear
22351,Topwear
6894,Topwear
10855,Topwear
12907,Topwear
18310,Topwear
38631,Topwear
44867,Topwear
13605,Innerwear
50693,Innerwear
57423,Topwear
7945,Topwear
15779,Innerwear
21590,Bottomwear
30857,Topwear
10441,Topwear
32392,Topwear
21124,Topwear
20255,Topwear
59306,Topwear
7132,Topwear
11664,Topwear
4225,Topwear
58800,Topwear
3756,Topwear
4805,Topwear
7747,Topwear
4581,Topwear
28453,Bottomwear
18197,Bottomwear
18735,Dress
18978,Topwear
12135,Topwear
11710,Topwear
43631,Topwear
21235,Topwear
13714,Topwear
26871,Topwear
20664,Topwear
2606,Topwear
30344,Topwear
8402,Topwear
9546,Topwear
40151,Topwear
6064,Topwear
46742,Bottomwear
19332,Topwear
25827,Topwear
32221,Topwear
10818,Topwear
55599,Topwear
7146,Topwear
3974,Topwear
2607,Topwear
7006,Topwear
6958,Topwear
49938,Innerwear
57896,Bottomwear
29369,Topwear
10689,Topwear
2035,Topwear
37148,Topwear
6086,Topwear
19356,Innerwear
47525,Innerwear
6863,Bottomwear
21431,Bottomwear
8493,Bottomwear
16374,Bottomwear
17154,Topwear
24537,Topwear
47032,Topwear
12387,Topwear
23031,Topwear
31657,Topwear
37804,Topwear
16910,Topwear
14582,Topwear
33193,Topwear
48492,Topwear
1891,Topwear
3479,Topwear
52146,Topwear
43047,Topwear
53126,Topwear
15330,Bottomwear
4786,Bottomwear
25503,Dress
37610,Topwear
4811,Topwear
7460,Topwear
27474,Innerwear
43511,Dress
59988,Dress
30932,Topwear
42524,Topwear
47028,Topwear
16299,Topwear
39697,Topwear
9610,Topwear
19714,Topwear
59296,Topwear
11076,Topwear
11026,Topwear
57127,Topwear
10579,Topwear
15606,Topwear
30292,Topwear
42394,Topwear
10049,Topwear
2842,Topwear
34188,Topwear
4921,Topwear
44790,Innerwear
27204,Bottomwear
40657,Topwear
4038,Topwear
4817,Topwear
12595,Topwear
2045,Topwear
28085,Innerwear
50001,Innerwear
30732,Bottomwear
47074,Bottomwear
39388,Bottomwear
13112,Bottomwear
7935,Bottomwear
28456,Bottomwear
34492,Bottomwear
1638,Topwear
21891,Topwear
30851,Topwear
14738,Topwear
27542,Topwear
37119,Topwear
9449,Topwear
16469,Topwear
16470,Topwear
27151,Topwear
8872,Topwear
9640,Topwear
45776,Topwear
1849,Topwear
33081,Topwear
4355,Topwear
6241,Topwear
9885,Topwear
40148,Dress
24873,Topwear
54897,Topwear
3909,Bottomwear
38841,Dress
43676,Dress
31697,Topwear
23977,Topwear
29692,Topwear
10470,Topwear
1595,Topwear
6037,Topwear
57078,Dress
34118,Bottomwear
12127,Topwear
40941,Topwear
2048,Topwear
27445,Topwear
4800,Topwear
50718,Topwear
8419,Topwear
34270,Topwear
59686,Innerwear
32426,Bottomwear
31570,Bottomwear
39104,Bottomwear
42643,Topwear
28962,Topwear
53401,Topwear
33996,Topwear
34042,Topwear
15317,Topwear
20212,Topwear
19524,Topwear
11033,Topwear
10839,Topwear
12799,Topwear
3351,Topwear
48441,Topwear
50025,Bottomwear
1583,Innerwear
54598,Topwear
36725,Topwear
7669,Topwear
50619,Innerwear
36238,Topwear
16508,Bottomwear
22459,Bottomwear
46399,Bottomwear
59968,Dress
43256,Topwear
12667,Topwear
17181,Topwear
17557,Topwear
9976,Topwear
32594,Topwear
51458,Topwear
17922,Topwear
52140,Topwear
16206,Topwear
24693,Topwear
7891,Topwear
25380,Innerwear
48522,Dress
27920,Bottomwear
39836,Topwear
1563,Topwear
34926,Topwear
32720,Innerwear
51193,Innerwear
