id,reviewId1,reviewId2
ant_man_and_the_wasp_quantumania,102780513,2023-02-16
ant_man_and_the_wasp_quantumania,102780692,2023-02-17
ant_man_and_the_wasp_quantumania,102789858,2023-03-18
ant_man_and_the_wasp_quantumania,102779634,2023-02-14
ant_man_and_the_wasp_quantumania,102781334,2023-02-20
ant_man_and_the_wasp_quantumania,102779486,2023-02-14
ant_man_and_the_wasp_quantumania,102779496,2023-02-14
ant_man_and_the_wasp_quantumania,102779501,2023-02-14
ant_man_and_the_wasp_quantumania,102780414,2023-02-16
ant_man_and_the_wasp_quantumania,102779523,2023-02-14
