id,reviewid1,reviewid2
ant_man_and_the_wasp_quantumania,102780916,102780513
ant_man_and_the_wasp_quantumania,102780513,102779634
ant_man_and_the_wasp_quantumania,102781420,102779521
ant_man_and_the_wasp_quantumania,102779490,102781867
ant_man_and_the_wasp_quantumania,102779528,102781076
ant_man_and_the_wasp_quantumania,102780218,102782426
ant_man_and_the_wasp_quantumania,102779557,102781777
ant_man_and_the_wasp_quantumania,102784175,102781569
ant_man_and_the_wasp_quantumania,102780888,102780414
ant_man_and_the_wasp_quantumania,102780416,102779701
ant_man_and_the_wasp_quantumania,102779975,102779550
ant_man_and_the_wasp_quantumania,102780374,102779555
ant_man_and_the_wasp_quantumania,102780543,102780416
ant_man_and_the_wasp_quantumania,102779585,102779889
ant_man_and_the_wasp_quantumania,102779550,102783315
ant_man_and_the_wasp_quantumania,102779585,102780792
ant_man_and_the_wasp_quantumania,102780543,102780910
ant_man_and_the_wasp_quantumania,102780888,102780270
ant_man_and_the_wasp_quantumania,102780869,102780028
ant_man_and_the_wasp_quantumania,102779585,102781057
ant_man_and_the_wasp_quantumania,102779597,102781297
ant_man_and_the_wasp_quantumania,102779654,102779616
ant_man_and_the_wasp_quantumania,102781569,102780259
ant_man_and_the_wasp_quantumania,102781359,102781469
ant_man_and_the_wasp_quantumania,102780632,102779563
ant_man_and_the_wasp_quantumania,102781334,102779984
ant_man_and_the_wasp_quantumania,102781867,102779544
ant_man_and_the_wasp_quantumania,102780543,102779634
ant_man_and_the_wasp_quantumania,102779630,102779524
ant_man_and_the_wasp_quantumania,102779761,102780910
ant_man_and_the_wasp_quantumania,102781057,102780758
ant_man_and_the_wasp_quantumania,102780028,102780845
ant_man_and_the_wasp_quantumania,102780403,102779968
ant_man_and_the_wasp_quantumania,102780403,102781954
ant_man_and_the_wasp_quantumania,102781469,102780028
ant_man_and_the_wasp_quantumania,102780376,102780625
ant_man_and_the_wasp_quantumania,102779630,102780692
ant_man_and_the_wasp_quantumania,102780543,102779490
ant_man_and_the_wasp_quantumania,102780625,102783315
ant_man_and_the_wasp_quantumania,102780374,102782650
ant_man_and_the_wasp_quantumania,102782426,102779543
ant_man_and_the_wasp_quantumania,102780218,102779550
ant_man_and_the_wasp_quantumania,102779544,102780917
ant_man_and_the_wasp_quantumania,102779975,102779563
ant_man_and_the_wasp_quantumania,102780001,102779701
ant_man_and_the_wasp_quantumania,102779968,102779524
ant_man_and_the_wasp_quantumania,102779543,102780543
ant_man_and_the_wasp_quantumania,102779634,102781076
ant_man_and_the_wasp_quantumania,102780028,102779654
ant_man_and_the_wasp_quantumania,102782142,102780543
ant_man_and_the_wasp_quantumania,102781469,102780414
ant_man_and_the_wasp_quantumania,102781359,102779496
ant_man_and_the_wasp_quantumania,102779501,102781076
ant_man_and_the_wasp_quantumania,102779743,102779563
ant_man_and_the_wasp_quantumania,102780888,102779501
ant_man_and_the_wasp_quantumania,102780792,102781074
ant_man_and_the_wasp_quantumania,102781074,102780006
ant_man_and_the_wasp_quantumania,102779524,102779604
ant_man_and_the_wasp_quantumania,102780524,102779490
ant_man_and_the_wasp_quantumania,102781076,102780869
ant_man_and_the_wasp_quantumania,102781057,102780627
ant_man_and_the_wasp_quantumania,102781057,102779544
ant_man_and_the_wasp_quantumania,102784444,102779654
ant_man_and_the_wasp_quantumania,102781569,102779984
ant_man_and_the_wasp_quantumania,102779889,102780376
ant_man_and_the_wasp_quantumania,102780165,102780948
ant_man_and_the_wasp_quantumania,102780299,102780948
ant_man_and_the_wasp_quantumania,102789361,102780416
ant_man_and_the_wasp_quantumania,102780543,102780491
ant_man_and_the_wasp_quantumania,102779528,102780513
ant_man_and_the_wasp_quantumania,102779962,102779951
ant_man_and_the_wasp_quantumania,102780644,102780165
ant_man_and_the_wasp_quantumania,102779962,102780625
ant_man_and_the_wasp_quantumania,102781076,102780725
ant_man_and_the_wasp_quantumania,102779597,102779975
ant_man_and_the_wasp_quantumania,102779528,102779875
ant_man_and_the_wasp_quantumania,102782142,102780376
ant_man_and_the_wasp_quantumania,102781057,102780748
ant_man_and_the_wasp_quantumania,102782149,102780006
ant_man_and_the_wasp_quantumania,102781867,102780028
ant_man_and_the_wasp_quantumania,102780758,102780006
ant_man_and_the_wasp_quantumania,102779544,102779968
ant_man_and_the_wasp_quantumania,102781374,102783393
ant_man_and_the_wasp_quantumania,102779482,102781076
ant_man_and_the_wasp_quantumania,102779761,102780491
ant_man_and_the_wasp_quantumania,102780513,102783393
ant_man_and_the_wasp_quantumania,102779501,102780006
ant_man_and_the_wasp_quantumania,102780845,102781359
ant_man_and_the_wasp_quantumania,102779521,102781269
ant_man_and_the_wasp_quantumania,102781215,102780632
ant_man_and_the_wasp_quantumania,102781215,102780403
ant_man_and_the_wasp_quantumania,102779975,102781359
ant_man_and_the_wasp_quantumania,102789361,102779490
ant_man_and_the_wasp_quantumania,102784591,102789858
ant_man_and_the_wasp_quantumania,102780668,102779596
ant_man_and_the_wasp_quantumania,102779686,102781076
ant_man_and_the_wasp_quantumania,102779889,102779486
ant_man_and_the_wasp_quantumania,102783315,102780948
ant_man_and_the_wasp_quantumania,102780692,102779544
ant_man_and_the_wasp_quantumania,102780483,102779550
ant_man_and_the_wasp_quantumania,102781469,102779501
ant_man_and_the_wasp_quantumania,102779524,102780376
ant_man_and_the_wasp_quantumania,102782426,102779654
ant_man_and_the_wasp_quantumania,102779630,102781297
ant_man_and_the_wasp_quantumania,102780006,102785260
ant_man_and_the_wasp_quantumania,102789858,102779743
ant_man_and_the_wasp_quantumania,102780028,102780403
ant_man_and_the_wasp_quantumania,102779701,102780948
ant_man_and_the_wasp_quantumania,102780792,102784591
ant_man_and_the_wasp_quantumania,102781867,102780041
ant_man_and_the_wasp_quantumania,102779596,102781569
ant_man_and_the_wasp_quantumania,102781777,102780376
ant_man_and_the_wasp_quantumania,102781828,102779555
ant_man_and_the_wasp_quantumania,102779654,102780607
ant_man_and_the_wasp_quantumania,102780374,102781076
ant_man_and_the_wasp_quantumania,102784175,102779563
ant_man_and_the_wasp_quantumania,102780821,102779550
ant_man_and_the_wasp_quantumania,102779596,102780028
ant_man_and_the_wasp_quantumania,102783989,102780376
ant_man_and_the_wasp_quantumania,102780888,102781297
ant_man_and_the_wasp_quantumania,102780403,102781777
ant_man_and_the_wasp_quantumania,102782650,102781469
ant_man_and_the_wasp_quantumania,102780758,102780513
ant_man_and_the_wasp_quantumania,102780792,102783315
ant_man_and_the_wasp_quantumania,102783315,102781334
ant_man_and_the_wasp_quantumania,102781954,102780948
ant_man_and_the_wasp_quantumania,102781291,102779701
ant_man_and_the_wasp_quantumania,102781269,102780845
ant_man_and_the_wasp_quantumania,102780414,102781005
ant_man_and_the_wasp_quantumania,102780845,102782769
ant_man_and_the_wasp_quantumania,102779889,102781269
ant_man_and_the_wasp_quantumania,102780388,102779555
ant_man_and_the_wasp_quantumania,102782734,102785260
ant_man_and_the_wasp_quantumania,102779701,102779528
ant_man_and_the_wasp_quantumania,102780513,102779555
ant_man_and_the_wasp_quantumania,102779701,102781334
ant_man_and_the_wasp_quantumania,102780769,102780006
ant_man_and_the_wasp_quantumania,102784591,102779519
ant_man_and_the_wasp_quantumania,102779557,102781469
ant_man_and_the_wasp_quantumania,102781334,102779555
ant_man_and_the_wasp_quantumania,102780845,102782396
ant_man_and_the_wasp_quantumania,102789858,102781297
ant_man_and_the_wasp_quantumania,102782142,102781269
ant_man_and_the_wasp_quantumania,102781828,102782650
ant_man_and_the_wasp_quantumania,102780491,102781867
ant_man_and_the_wasp_quantumania,102781269,102779654
ant_man_and_the_wasp_quantumania,102780028,102780416
ant_man_and_the_wasp_quantumania,102779507,102782142
ant_man_and_the_wasp_quantumania,102780524,102779686
ant_man_and_the_wasp_quantumania,102782769,102779597
ant_man_and_the_wasp_quantumania,102779550,102784175
ant_man_and_the_wasp_quantumania,102780821,102779563
ant_man_and_the_wasp_quantumania,102780725,102780758
ant_man_and_the_wasp_quantumania,102779861,102779521
ant_man_and_the_wasp_quantumania,102781076,102779524
ant_man_and_the_wasp_quantumania,102780704,102781867
ant_man_and_the_wasp_quantumania,102779557,102780916
ant_man_and_the_wasp_quantumania,102780416,102779743
ant_man_and_the_wasp_quantumania,102782396,102780403
ant_man_and_the_wasp_quantumania,102780792,102780259
ant_man_and_the_wasp_quantumania,102779482,102779875
ant_man_and_the_wasp_quantumania,102784591,102779496
ant_man_and_the_wasp_quantumania,102780917,102781867
ant_man_and_the_wasp_quantumania,102780543,102780494
ant_man_and_the_wasp_quantumania,102779524,102781269
ant_man_and_the_wasp_quantumania,102779550,102783393
ant_man_and_the_wasp_quantumania,102781469,102781297
ant_man_and_the_wasp_quantumania,102780692,102780028
ant_man_and_the_wasp_quantumania,102780916,102779544
ant_man_and_the_wasp_quantumania,102780028,102779490
ant_man_and_the_wasp_quantumania,102780956,102780403
ant_man_and_the_wasp_quantumania,102779550,102780769
ant_man_and_the_wasp_quantumania,102779557,102779496
ant_man_and_the_wasp_quantumania,102783315,102779482
ant_man_and_the_wasp_quantumania,102781005,102780524
ant_man_and_the_wasp_quantumania,102781777,102781269
ant_man_and_the_wasp_quantumania,102781241,102780917
ant_man_and_the_wasp_quantumania,102780845,102780917
ant_man_and_the_wasp_quantumania,102779544,102781777
ant_man_and_the_wasp_quantumania,102783989,102781269
ant_man_and_the_wasp_quantumania,102780869,102779962
ant_man_and_the_wasp_quantumania,102779875,102782142
ant_man_and_the_wasp_quantumania,102780668,102779563
ant_man_and_the_wasp_quantumania,102780416,102781297
ant_man_and_the_wasp_quantumania,102779701,102779482
ant_man_and_the_wasp_quantumania,102780607,102779553
ant_man_and_the_wasp_quantumania,102782395,102780006
ant_man_and_the_wasp_quantumania,102780491,102779521
