id,reviewid1,reviewid2
ant_man_and_the_wasp_quantumania,102781334,102779501
ant_man_and_the_wasp_quantumania,102780513,102780692
ant_man_and_the_wasp_quantumania,102780513,102779634
ant_man_and_the_wasp_quantumania,102780513,102779496
ant_man_and_the_wasp_quantumania,102779501,102779496
ant_man_and_the_wasp_quantumania,102779486,102779496
ant_man_and_the_wasp_quantumania,102780414,102779523
ant_man_and_the_wasp_quantumania,102780513,102789858
ant_man_and_the_wasp_quantumania,102780414,102780692
ant_man_and_the_wasp_quantumania,102780414,102779496
ant_man_and_the_wasp_quantumania,102780513,102779523
ant_man_and_the_wasp_quantumania,102780414,102779634
ant_man_and_the_wasp_quantumania,102780414,102789858
