id,category
28456,Bottomwear
16508,Bottomwear
1638,None
39388,Bottomwear
3909,Bottomwear
4921,Topwear
48522,Dress
32392,Topwear
24693,Topwear
33081,Topwear
30851,Topwear
2842,Topwear
1891,Topwear
22351,Topwear
2048,Topwear
59296,Topwear
40941,Topwear
38631,Topwear
7132,Topwear
27474,Innerwear
30292,Topwear
30857,Topwear
4786,Bottomwear
27445,Topwear
19524,Topwear
15779,Innerwear
26871,Topwear
34118,Bottomwear
59988,Dress
50001,Innerwear
47074,Topwear
18310,Topwear
21235,Topwear
58800,Topwear
40657,Topwear
32426,Bottomwear
1583,Innerwear
50693,Innerwear
17154,Topwear
48492,Topwear
21431,Bottomwear
31657,Topwear
44867,Topwear
42394,Topwear
43676,Dress
9976,Topwear
4800,Topwear
47028,Topwear
45776,Topwear
39836,Topwear
3479,Topwear
39697,Topwear
34188,Topwear
13112,Bottomwear
52146,Topwear
4225,Topwear
57896,Bottomwear
7006,Topwear
8872,Topwear
16469,Topwear
27920,Bottomwear
18197,Bottomwear
37148,Topwear
18735,Dress
46742,Bottomwear
47032,Topwear
50025,Bottomwear
11076,Topwear
43631,Topwear
14738,Topwear
50619,Innerwear
7669,Topwear
25827,Topwear
16206,Topwear
52140,Topwear
51193,Innerwear
22459,Bottomwear
1563,Topwear
19825,Topwear
59968,Dress
42524,Topwear
36238,Topwear
16299,Topwear
10818,Topwear
44790,Innerwear
9610,Topwear
29369,Topwear
25503,Dress
1849,Topwear
19332,Topwear
9449,Topwear
38841,Dress
40151,Topwear
16374,Bottomwear
24873,Topwear
47525,Innerwear
6037,Topwear
7747,Topwear
10689,Topwear
10470,Topwear
32720,Innerwear
15330,Bottomwear
19356,Innerwear
16910,Topwear
10441,Topwear
10049,Topwear
12387,Topwear
6064,Topwear
6894,Topwear
50718,Topwear
12595,Topwear
19714,Topwear
37610,Topwear
42643,Topwear
3756,Topwear
21124,Topwear
32594,Topwear
20255,Topwear
51458,Topwear
6241,Topwear
12135,Topwear
4581,Topwear
7935,Bottomwear
15317,Topwear
20664,Topwear
10839,Topwear
12799,Topwear
12907,Topwear
10855,Topwear
6086,Dress
40148,Topwear
31570,Bottomwear
2045,Topwear
34492,Bottomwear
3351,Topwear
25380,Innerwear
28453,Bottomwear
11710,Topwear
30344,Topwear
11033,Dress
33193,Topwear
4805,Topwear
17557,Topwear
18978,Topwear
31697,Topwear
46399,Bottomwear
21891,Topwear
29692,Topwear
43047,Topwear
13737,Topwear
15606,Topwear
16470,Topwear
33996,Topwear
57423,Topwear
14582,Topwear
54897,Topwear
57078,Dress
10579,Topwear
4038,Topwear
11664,Topwear
8402,Topwear
6958,Topwear
34926,Topwear
8493,Topwear
9546,Topwear
32221,Topwear
27151,Topwear
24537,Topwear
17181,Topwear
13714,Topwear
43256,Topwear
4817,Topwear
17922,Topwear
28962,Topwear
1595,Topwear
59306,Topwear
11026,Topwear
30732,Bottomwear
49938,Topwear
23977,Topwear
7891,Topwear
48441,Topwear
37119,Topwear
55599,Topwear
30932,Topwear
27542,Topwear
7460,Topwear
4811,Topwear
8419,Topwear
53401,Topwear
12667,Topwear
4355,Topwear
57127,Topwear
2607,Topwear
9640,Topwear
3974,Topwear
53126,Topwear
37804,Topwear
13605,Topwear
43511,Dress
18286,Topwear
34042,Topwear
34270,Topwear
21590,Bottomwear
27204,Bottomwear
54598,Topwear
7146,Topwear
2606,Topwear
6863,Bottomwear
7945,Topwear
20212,Topwear
59686,Innerwear
28085,Innerwear
12127,Topwear
39104,Bottomwear
36725,Topwear
2035,Topwear
9885,Topwear
23031,Topwear
